cur_brand2,pre_brand2,zone2,edu2,pro2,enroll_type2,enroll_age,age_period,open_rate,ctr,or_all,ctr_all
MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,-1224,Stage 0,,,0.0,0.0
Parent's Choice,MJN Solutions,Others,Elementary School,Quebec,Self Enrolled,-121,Stage 0,,,0.0,0.0
Abbott,Abbott Stage1,Others,High School,Saskatchewan,Self Enrolled,-86,Stage 0,,,0.25,0.0
MJN,MJN Stage2,MJN,Elementary School,Ontario,Self Enrolled,-111,Stage 0,1.0,0.5,0.36,0.15
MJN,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,-127,Stage 0,,,0.0,0.0
Nestle,Nestle Stage 1,Others,Elementary School,New Brunswick,Self Enrolled,-152,Stage 0,,,0.0,0.0
MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,9,Stage 1,,,0.12,0.0
Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,-159,Stage 0,0.0,0.0,0.0,0.0
MJN,MJN Stage1,MJN,High School,Manitoba,Self Enrolled,-62,Stage 0,,,0.3,0.2
Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-149,Stage 0,,,0.0,0.0
Abbott,Abbott Stage1,Others,Others,Quebec,Self Enrolled,5,Stage 1,,,0.4,0.2
Abbott,Abbott Stage2,Others,Elementary School,Ontario,Self Enrolled,-35,Stage 0,,,0.14,0.03
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,55,Stage 1,,,0.07,0.03
Abbott,Nestle Stage 2,MJN,High School,Quebec,Self Enrolled,-147,Stage 0,,,0.54,0.46
MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,-16,Stage 0,,,0.14,0.03
Abbott,Abbott Solutions,MJN,Elementary School,Ontario,Self Enrolled,-215,Stage 0,,,0.0,0.0
Abbott,Abbott Stage1,Others,Elementary School,Quebec,Self Enrolled,-92,Stage 0,,,0.25,0.0
MJN,MJN Stage1,Others,Elementary School,Quebec,Self Enrolled,-207,Stage 0,,,0.11,0.06
Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-242,Stage 0,,,0.0,0.0
Abbott,Abbott Stage1,Others,High School,Saskatchewan,Self Enrolled,-231,Stage 0,,,0.0,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-97,Stage 0,,,0.67,0.33
Abbott,Abbott Stage1,MJN,Elementary School,British Columbia,Self Enrolled,-239,Stage 0,,,0.22,0.0
Abbott,MJN Stage2,Others,High School,Ontario,Self Enrolled,182,Stage 1,,,0.24,0.1
Abbott,MJN Stage1,MJN,High School,Alberta,Self Enrolled,-202,Stage 0,,,0.09,0.0
Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-106,Stage 0,,,0.21,0.03
MJN,Abbott Stage1,MJN,High School,British Columbia,Self Enrolled,11,Stage 1,,,0.0,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-19,Stage 0,,,0.1,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Saskatchewan,Self Enrolled,702,Stage 3,,,0.12,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,313,Stage 2,,,0.1,0.0
Abbott,Abbott Solutions,MJN,High School,Ontario,Self Enrolled,-173,Stage 0,0.0,0.0,0.17,0.07
Nestle,Nestle Stage 1,Others,High School,Ontario,Self Enrolled,-8,Stage 0,,,0.0,0.0
Nestle,Nestle Stage 1,Others,Elementary School,Ontario,CoReg,-84,Stage 0,,,0.2,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,139,Stage 1,,,0.21,0.14
President's Choice,Abbott Stage1,Others,Elementary School,Saskatchewan,Self Enrolled,-102,Stage 0,,,0.0,0.0
MJN,MJN Stage1,Others,Elementary School,Saskatchewan,Self Enrolled,89,Stage 1,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,High School,British Columbia,Self Enrolled,-34,Stage 0,,,0.18,0.0
Nestle,Abbott Stage2,MJN,High School,Ontario,Self Enrolled,-189,Stage 0,,,0.5,0.25
Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-103,Stage 0,,,0.0,0.0
Abbott,Abbott Stage1,MJN,High School,Alberta,CoReg,-231,Stage 0,,,0.06,0.0
MJN,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-214,Stage 0,,,0.0,0.0
Abbott,Abbott Stage1,Others,High School,Quebec,Self Enrolled,-252,Stage 0,,,0.43,0.0
Abbott,Abbott Stage1,MJN,Others,Ontario,Self Enrolled,-165,Stage 0,,,0.0,0.0
Abbott,Abbott Solutions,Others,Others,Ontario,CoReg,127,Stage 1,,,0.5,0.0
MJN,MJN Solutions,MJN,Elementary School,Ontario,Self Enrolled,22,Stage 1,,,0.0,0.0
Abbott,,MJN,Others,British Columbia,Self Enrolled,-168,Stage 0,,,0.0,0.0
MJN,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,-189,Stage 0,0.0,0.0,0.15,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Alberta,Self Enrolled,-241,Stage 0,0.0,0.0,0.04,0.0
Nestle,Nestle Stage 1,MJN,High School,Alberta,Self Enrolled,20,Stage 1,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Newfoundland & Labrador,Self Enrolled,-175,Stage 0,,,0.0,0.0
Abbott,Abbott Stage1,MJN,High School,Ontario,Self Enrolled,-64,Stage 0,,,0.05,0.05
MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,-54,Stage 0,0.0,0.0,0.1,0.0
MJN,MJN Solutions,MJN,Elementary School,Ontario,Self Enrolled,-220,Stage 0,,,0.59,0.0
Abbott,Abbott Stage1,MJN,Elementary School,Ontario,Self Enrolled,-237,Stage 0,,,0.0,0.0
Abbott,Abbott Stage2,Others,Others,Ontario,Self Enrolled,-118,Stage 0,,,0.24,0.0
MJN,MJN Stage1,Others,High School,Quebec,Self Enrolled,-220,Stage 0,,,0.22,0.11
MJN,Abbott Stage1,MJN,Elementary School,Ontario,Self Enrolled,-193,Stage 0,,,0.0,0.0
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,51,Stage 1,,,0.33,0.0
Abbott,MJN Stage2,MJN,Elementary School,Quebec,Self Enrolled,-73,Stage 0,,,0.23,0.14
Parent's Choice,Parent's Choice Stage 1,MJN,Elementary School,Alberta,Self Enrolled,12,Stage 1,,,0.0,0.0
Nestle,Nestle Stage 1,Others,High School,Ontario,Self Enrolled,-130,Stage 0,,,0.12,0.06
MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,-56,Stage 0,,,0.5,0.0
President's Choice,Parent's Choice Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-103,Stage 0,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,-103,Stage 0,,,0.17,0.17
MJN,MJN Stage1,MJN,Elementary School,Alberta,Self Enrolled,-120,Stage 0,,,0.0,0.0
Abbott,Abbott Stage1,MJN,High School,Alberta,Self Enrolled,11,Stage 1,,,0.0,0.0
Abbott,Abbott Stage1,Others,Elementary School,Quebec,Self Enrolled,-118,Stage 0,,,0.0,0.0
Abbott,Abbott Stage2,MJN,Elementary School,Ontario,Self Enrolled,-25,Stage 0,,,0.25,0.0
MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,14,Stage 1,,,0.08,0.0
MJN,MJN Stage1,MJN,Elementary School,Alberta,Self Enrolled,-29,Stage 0,,,0.38,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-51,Stage 0,,,0.17,0.04
Abbott,Abbott Solutions,MJN,Elementary School,Ontario,CoReg,-158,Stage 0,,,0.0,0.0
MJN,MJN Stage1,Others,Elementary School,Ontario,CoReg,46,Stage 1,,,0.25,0.0
MJN,Nestle Stage 2,MJN,High School,Alberta,Self Enrolled,-98,Stage 0,,,0.9,0.1
Abbott,Abbott Stage1,Others,High School,Ontario,Self Enrolled,-6,Stage 0,,,0.5,0.0
Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,-246,Stage 0,,,0.0,0.0
Abbott,Abbott Stage1,MJN,Elementary School,Manitoba,Self Enrolled,-215,Stage 0,,,0.0,0.0
MJN,MJN Stage2,MJN,High School,British Columbia,Self Enrolled,-90,Stage 0,,,0.0,0.0
MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,32,Stage 1,,,0.02,0.03
Abbott,Abbott Stage1,Others,High School,Ontario,Self Enrolled,-44,Stage 0,,,0.45,0.0
Abbott,Abbott Stage1,Others,High School,Quebec,Self Enrolled,-234,Stage 0,,,0.31,0.1
MJN,Abbott Specialty,MJN,High School,Ontario,Self Enrolled,-125,Stage 0,,,0.0,0.14
MJN,Abbott Stage1,MJN,High School,Ontario,Self Enrolled,-99,Stage 0,,,0.5,0.06
Parent's Choice,Abbott Stage1,MJN,Elementary School,British Columbia,Self Enrolled,-248,Stage 0,,,0.04,0.0
MJN,MJN Stage1,Others,Elementary School,Quebec,CoReg,-206,Stage 0,,,0.0,0.0
Abbott,Abbott Stage2,Others,Elementary School,Ontario,Self Enrolled,-68,Stage 0,,,0.13,0.0
MJN,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,-78,Stage 0,,,0.25,0.0
President's Choice,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,-231,Stage 0,,,0.18,0.03
MJN,MJN Stage1,Others,High School,Quebec,Self Enrolled,-102,Stage 0,,,0.11,0.0
Abbott,Abbott Stage1,MJN,High School,Ontario,Self Enrolled,-126,Stage 0,,,0.0,0.0
MJN,MJN Solutions,Others,Elementary School,New Brunswick,Self Enrolled,-7,Stage 0,,,0.51,0.17
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-194,Stage 0,,,0.32,0.05
Abbott,Abbott Stage1,Others,High School,Quebec,Self Enrolled,-34,Stage 0,,,0.0,0.0
MJN,MJN Stage1,Others,Elementary School,Ontario,Self Enrolled,4,Stage 1,,,0.29,0.1
Nestle,Nestle Stage 1,MJN,Elementary School,Alberta,Self Enrolled,-71,Stage 0,,,0.11,0.0
MJN,MJN Stage2,MJN,High School,British Columbia,Self Enrolled,51,Stage 1,,,0.41,0.05
MJN,MJN Solutions,Others,High School,Ontario,Self Enrolled,67,Stage 1,,,0.33,0.0
Abbott,Abbott Specialty,MJN,Elementary School,Ontario,Self Enrolled,12,Stage 1,,,0.0,0.0
Nestle,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,-4339,Stage 0,0.25,0.0,0.23,0.09
Nestle,Nestle Stage 1,MJN,Elementary School,British Columbia,Self Enrolled,-198,Stage 0,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,High School,Alberta,Self Enrolled,-77,Stage 0,,,0.14,0.0
President's Choice,President's Choice Stage 2,MJN,Elementary School,Ontario,CoReg,-160,Stage 0,,,0.27,0.09
Nestle,Nestle Stage 1,MJN,Elementary School,Nova Scotia,Self Enrolled,-222,Stage 0,,,0.0,0.0
Abbott,Abbott Stage1,MJN,Elementary School,Ontario,Self Enrolled,-96,Stage 0,,,0.43,0.0
Nestle,Nestle Stage 1,MJN,High School,Nova Scotia,CoReg,121,Stage 1,,,0.5,0.0
MJN,MJN Solutions,Others,Elementary School,Quebec,Self Enrolled,-111,Stage 0,,,0.25,0.25
MJN,MJN Stage1,MJN,High School,Quebec,Self Enrolled,35,Stage 1,,,0.22,0.0
Nestle,Nestle Stage 1,MJN,Others,Alberta,Self Enrolled,12,Stage 1,,,0.0,0.0
MJN,MJN Stage1,MJN,High School,British Columbia,Self Enrolled,51,Stage 1,,,0.25,0.08
MJN,MJN Stage1,MJN,Elementary School,Alberta,Self Enrolled,-83,Stage 0,,,0.5,0.13
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-203,Stage 0,,,0.0,0.0
Abbott,Abbott Stage1,Others,Elementary School,Ontario,CoReg,-163,Stage 0,,,0.0,0.09
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-203,Stage 0,,,0.47,0.07
Abbott,Abbott Stage1,MJN,High School,Ontario,CoReg,-138,Stage 0,,,0.1,0.0
Abbott,Abbott Stage2,Others,High School,Ontario,Self Enrolled,-133,Stage 0,,,0.03,0.03
Nestle,Nestle Stage 2,Others,Elementary School,Ontario,CoReg,-156,Stage 0,,,0.08,0.0
MJN,MJN Stage2,MJN,Elementary School,Ontario,Self Enrolled,-118,Stage 0,,,0.69,0.23
Abbott,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,42,Stage 1,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,High School,Ontario,CoReg,-200,Stage 0,,,0.43,0.09
MJN,MJN Stage1,Others,Elementary School,Quebec,Self Enrolled,128,Stage 1,,,0.8,0.1
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-202,Stage 0,,,0.17,0.0
Parent's Choice,Kirkland Stage 1,Others,High School,Saskatchewan,Self Enrolled,-9,Stage 0,,,0.03,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,British Columbia,Self Enrolled,-250,Stage 0,,,0.59,0.09
Parent's Choice,MJN Solutions,MJN,Elementary School,Ontario,Self Enrolled,-189,Stage 0,,,0.14,0.07
MJN,MJN Stage1,MJN,High School,Saskatchewan,Self Enrolled,27,Stage 1,,,0.24,0.06
Abbott,Abbott Stage1,MJN,Elementary School,Ontario,CoReg,-209,Stage 0,,,0.1,0.0
Nestle,Nestle Stage 1,MJN,High School,Newfoundland & Labrador,Self Enrolled,-211,Stage 0,,,0.13,0.02
Abbott,Abbott Stage1,Others,High School,Ontario,Self Enrolled,-190,Stage 0,,,0.38,0.13
Nestle,Nestle Stage 1,Others,Elementary School,Ontario,Self Enrolled,-231,Stage 0,,,0.24,0.07
Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-124,Stage 0,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Manitoba,Self Enrolled,-111,Stage 0,,,0.75,0.5
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,22,Stage 1,,,0.0,0.0
Abbott,MJN Stage2,Others,High School,Quebec,Self Enrolled,-155,Stage 0,,,0.53,0.0
Nestle,Nestle Solutions,Others,Elementary School,Ontario,Self Enrolled,44,Stage 1,0.0,0.0,0.0,0.0
Nestle,Nestle Stage 1,Others,High School,Ontario,CoReg,14,Stage 1,,,0.0,0.0
Abbott,Abbott Solutions,MJN,High School,Alberta,Self Enrolled,11,Stage 1,,,0.0,0.0
Abbott,Abbott Stage1,Others,Elementary School,Ontario,CoReg,-157,Stage 0,,,0.11,0.0
Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,-88,Stage 0,,,0.0,0.0
Abbott,Kirkland Stage 1,Others,Elementary School,Ontario,Self Enrolled,-30,Stage 0,,,0.11,0.0
MJN,MJN Stage1,MJN,High School,British Columbia,Self Enrolled,-53,Stage 0,,,0.13,0.04
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-184,Stage 0,,,0.0,0.0
Nestle,Nestle Stage 1,Others,High School,Ontario,CoReg,-214,Stage 0,,,0.0,0.0
Abbott,Nestle Stage 1,Others,High School,Saskatchewan,CoReg,-143,Stage 0,,,0.11,0.0
MJN,MJN Stage1,MJN,Elementary School,Newfoundland & Labrador,Self Enrolled,51,Stage 1,,,0.0,0.0
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,98,Stage 1,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-241,Stage 0,,,0.0,0.0
Abbott,Abbott Stage1,Others,High School,Ontario,Self Enrolled,-50,Stage 0,,,0.08,0.04
President's Choice,President's Choice Stage 2,MJN,Elementary School,Alberta,Self Enrolled,266,Stage 2,,,0.0,0.0
Nestle,MJN Stage1,Others,Elementary School,Quebec,Self Enrolled,56,Stage 1,,,0.0,0.0
Abbott,Abbott Stage1,Others,High School,Ontario,CoReg,-227,Stage 0,0.5,0.0,0.21,0.0
Nestle,Nestle Stage 1,Others,Elementary School,Ontario,CoReg,-101,Stage 0,,,0.02,0.0
MJN,MJN Solutions,MJN,High School,British Columbia,Self Enrolled,-36,Stage 0,,,0.04,0.0
Parent's Choice,MJN Stage2,MJN,High School,Ontario,Self Enrolled,4,Stage 1,,,0.0,0.0
Parent's Choice,Parent's Choice Stage 1,MJN,Elementary School,Ontario,CoReg,-144,Stage 0,,,0.0,0.0
Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-199,Stage 0,,,0.0,0.0
MJN,MJN Stage2,MJN,High School,Ontario,Self Enrolled,9,Stage 1,,,0.72,0.07
Abbott,Abbott Stage1,MJN,Elementary School,Ontario,CoReg,11,Stage 1,,,0.0,0.0
Abbott,Abbott Stage2,MJN,High School,Alberta,CoReg,-222,Stage 0,,,0.11,0.0
Nestle,MJN Stage2,MJN,Elementary School,Ontario,Self Enrolled,5,Stage 1,,,0.0,0.0
President's Choice,Abbott Stage2,MJN,Elementary School,Alberta,CoReg,-229,Stage 0,,,0.04,0.0
Nestle,Nestle Stage 1,MJN,High School,British Columbia,CoReg,-31,Stage 0,,,0.0,0.0
Abbott,Nestle Stage 1,Others,High School,Saskatchewan,CoReg,-178,Stage 0,,,0.43,0.29
Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-138,Stage 0,,,0.0,0.0
MJN,MJN Solutions,MJN,Elementary School,Ontario,Self Enrolled,-248,Stage 0,,,0.25,0.13
Abbott,Abbott Stage1,MJN,Elementary School,Ontario,Self Enrolled,-144,Stage 0,,,0.0,0.0
MJN,MJN Stage1,MJN,High School,British Columbia,Self Enrolled,-55,Stage 0,,,0.62,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,81,Stage 1,,,0.0,0.0
MJN,MJN Stage1,MJN,High School,Newfoundland & Labrador,Self Enrolled,-51,Stage 0,,,0.11,0.06
MJN,MJN Stage1,MJN,High School,British Columbia,Self Enrolled,17,Stage 1,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,-56,Stage 0,,,0.0,0.0
Nestle,Nestle Stage 2,MJN,Elementary School,Alberta,Self Enrolled,79,Stage 1,,,0.03,0.0
Abbott,Abbott Stage1,MJN,Elementary School,Manitoba,CoReg,-213,Stage 0,,,0.78,0.0
Nestle,Nestle Stage 1,Others,High School,New Brunswick,Self Enrolled,-212,Stage 0,,,0.17,0.0
Nestle,Nestle Stage 1,Others,Elementary School,New Brunswick,Self Enrolled,278,Stage 2,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,High School,Ontario,CoReg,-21,Stage 0,,,0.0,0.0
Nestle,Nestle Stage 1,Others,High School,Quebec,Self Enrolled,-26,Stage 0,,,0.02,0.0
MJN,Abbott Stage1,MJN,High School,Ontario,Self Enrolled,44,Stage 1,,,0.09,0.0
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,-22,Stage 0,,,0.32,0.16
Nestle,Nestle Solutions,Others,High School,Ontario,Self Enrolled,-55,Stage 0,,,0.09,0.04
Parent's Choice,Parent's Choice Stage 1,Others,Elementary School,Ontario,Self Enrolled,213,Stage 2,,,0.39,0.12
MJN,MJN Solutions,Others,High School,Ontario,Self Enrolled,-10,Stage 0,,,0.07,0.0
President's Choice,Abbott Solutions,Others,Elementary School,Ontario,Self Enrolled,-89,Stage 0,,,0.0,0.0
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,39,Stage 1,,,0.0,0.0
MJN,MJN Stage1,MJN,High School,British Columbia,Self Enrolled,-80,Stage 0,,,0.02,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,13,Stage 1,,,0.12,0.12
Abbott,Abbott Stage1,MJN,High School,British Columbia,Self Enrolled,-139,Stage 0,,,0.0,0.0
Nestle,Nestle Solutions,Others,High School,Ontario,CoReg,-220,Stage 0,,,0.06,0.06
MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,12,Stage 1,,,0.29,0.07
Abbott,Abbott Stage2,Others,High School,Quebec,Self Enrolled,-229,Stage 0,,,0.1,0.02
Nestle,Nestle Stage 1,Others,Elementary School,Ontario,Self Enrolled,-190,Stage 0,,,0.1,0.1
MJN,Parent's Choice Stage 1,MJN,Elementary School,Ontario,Self Enrolled,116,Stage 1,,,0.0,0.0
MJN,Abbott Stage2,Others,Elementary School,Ontario,CoReg,-44,Stage 0,,,0.56,0.22
Abbott,MJN Solutions,Others,High School,Ontario,Self Enrolled,-46,Stage 0,,,0.09,0.0
Nestle,Nestle Stage 1,Others,High School,Ontario,Self Enrolled,31,Stage 1,,,0.0,0.0
Nestle,Nestle Stage 1,Others,Elementary School,Quebec,Self Enrolled,-235,Stage 0,,,0.11,0.06
Abbott,Abbott Stage1,MJN,Elementary School,Ontario,Self Enrolled,24,Stage 1,,,0.0,0.0
Abbott,Abbott Stage1,MJN,High School,Alberta,Self Enrolled,-67,Stage 0,,,0.07,0.0
Nestle,Nestle Stage 2,MJN,Elementary School,Manitoba,Self Enrolled,-859,Stage 0,,,0.71,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-157,Stage 0,,,0.25,0.0
Nestle,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,271,Stage 2,,,0.04,0.02
Abbott,Abbott Stage1,Others,High School,Ontario,CoReg,-226,Stage 0,,,0.05,0.0
Abbott,Abbott Stage1,Others,Others,Ontario,CoReg,-69,Stage 0,,,0.09,0.09
MJN,MJN Solutions,MJN,Elementary School,Ontario,Self Enrolled,14,Stage 1,,,0.19,0.06
Abbott,MJN Stage1,MJN,High School,Alberta,Self Enrolled,-196,Stage 0,0.0,0.0,0.14,0.07
Nestle,Nestle Stage 1,MJN,Elementary School,Alberta,Self Enrolled,-229,Stage 0,,,0.93,0.07
Abbott,Abbott Stage1,Others,High School,Ontario,CoReg,75,Stage 1,,,0.13,0.0
MJN,MJN Stage1,MJN,High School,British Columbia,Self Enrolled,-91,Stage 0,,,0.1,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,3,Stage 1,,,0.29,0.0
MJN,Abbott Specialty,Others,Elementary School,Ontario,Self Enrolled,-168,Stage 0,,,0.08,0.04
Nestle,Abbott Stage1,Others,High School,Ontario,Self Enrolled,-86,Stage 0,,,0.2,0.0
Abbott,Abbott Stage1,MJN,Elementary School,Ontario,Self Enrolled,-5,Stage 0,,,0.11,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Newfoundland & Labrador,CoReg,-199,Stage 0,,,0.0,0.0
Abbott,Abbott Stage2,MJN,High School,Ontario,Self Enrolled,-166,Stage 0,,,0.0,0.0
MJN,MJN Stage1,MJN,Elementary School,Newfoundland & Labrador,Self Enrolled,-52,Stage 0,,,0.0,0.0
MJN,MJN Solutions,MJN,Elementary School,Ontario,Self Enrolled,-178,Stage 0,,,0.0,0.0
Nestle,Nestle Stage 1,Others,High School,Ontario,Self Enrolled,-234,Stage 0,,,0.17,0.0
Nestle,Nestle Stage 1,MJN,High School,Quebec,Self Enrolled,-236,Stage 0,,,0.06,0.0
Nestle,Nestle Stage 1,Others,High School,Ontario,Self Enrolled,-108,Stage 0,,,0.17,0.08
Nestle,Nestle Stage 1,MJN,High School,British Columbia,Self Enrolled,-141,Stage 0,,,0.07,0.0
Nestle,Nestle Stage 1,Others,High School,Ontario,Self Enrolled,-249,Stage 0,,,0.0,0.0
Nestle,Nestle Stage 1,Others,High School,Ontario,Self Enrolled,-211,Stage 0,,,0.17,0.0
Nestle,Nestle Solutions,MJN,Elementary School,Ontario,Self Enrolled,-148,Stage 0,,,0.06,0.0
MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,-145,Stage 0,,,0.15,0.15
Abbott,Abbott Stage1,MJN,High School,Manitoba,Self Enrolled,-189,Stage 0,0.0,0.0,0.25,0.1
MJN,Nestle Stage 2,MJN,Elementary School,Ontario,Self Enrolled,30,Stage 1,,,0.06,0.0
Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,-100,Stage 0,,,0.0,0.0
MJN,MJN Stage1,Others,Elementary School,Ontario,Self Enrolled,117,Stage 1,,,0.33,0.0
MJN,MJN Solutions,MJN,Elementary School,Ontario,Self Enrolled,39,Stage 1,,,0.06,0.0
MJN,MJN Stage1,MJN,High School,Quebec,Self Enrolled,25,Stage 1,,,0.43,0.1
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,2,Stage 1,,,0.08,0.04
Abbott,Abbott Stage1,Others,High School,Saskatchewan,Self Enrolled,73,Stage 1,0.0,0.0,0.13,0.0
MJN,MJN Stage1,MJN,Elementary School,Alberta,Self Enrolled,31,Stage 1,,,0.39,0.18
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-204,Stage 0,0.0,0.0,0.35,0.12
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,-27,Stage 0,0.0,0.0,0.51,0.21
Nestle,Nestle Stage 1,Others,Elementary School,New Brunswick,Self Enrolled,-213,Stage 0,,,0.0,0.0
MJN,MJN Stage1,MJN,High School,Manitoba,Self Enrolled,-206,Stage 0,,,0.11,0.06
Nestle,Nestle Stage 1,Others,High School,Quebec,Self Enrolled,-156,Stage 0,,,0.0,0.0
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,2,Stage 1,,,0.04,0.02
Abbott,Abbott Stage1,MJN,Elementary School,Alberta,Self Enrolled,-1,Stage 0,,,0.28,0.22
MJN,MJN Stage1,MJN,Elementary School,Saskatchewan,Self Enrolled,-22,Stage 0,,,0.0,0.03
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,-143,Stage 0,,,0.0,0.0
MJN,MJN Solutions,MJN,High School,Ontario,Self Enrolled,-139,Stage 0,,,0.0,0.0
President's Choice,President's Choice Stage 2,Others,High School,Ontario,Self Enrolled,185,Stage 2,,,0.35,0.08
MJN,MJN Solutions,MJN,Elementary School,Ontario,Self Enrolled,-217,Stage 0,0.0,0.0,0.14,0.03
MJN,MJN Solutions,MJN,Elementary School,Ontario,Self Enrolled,-207,Stage 0,,,0.29,0.07
MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,160,Stage 1,0.0,0.0,0.0,0.0
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,-160,Stage 0,,,0.38,0.1
Abbott,Abbott Stage1,MJN,Elementary School,British Columbia,Self Enrolled,-34,Stage 0,,,0.0,0.0
Abbott,Abbott Solutions,Others,Elementary School,Quebec,Self Enrolled,125,Stage 1,0.0,0.0,0.27,0.09
Abbott,Abbott Stage1,Others,High School,Saskatchewan,Self Enrolled,-122,Stage 0,,,0.4,0.13
Nestle,Nestle Stage 1,MJN,Elementary School,Nova Scotia,Self Enrolled,-58,Stage 0,,,0.0,0.0
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,-161,Stage 0,,,0.0,0.0
MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,-74,Stage 0,0.0,0.0,0.03,0.03
MJN,MJN Stage1,MJN,Elementary School,Nova Scotia,Self Enrolled,-103,Stage 0,,,0.05,0.05
Nestle,Nestle Stage 1,MJN,Elementary School,Newfoundland & Labrador,Self Enrolled,-124,Stage 0,,,0.04,0.0
MJN,MJN Stage1,Others,High School,Ontario,CoReg,-54,Stage 0,,,0.0,0.0
MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,-150,Stage 0,,,0.62,0.02
Nestle,Nestle Stage 1,MJN,High School,Alberta,CoReg,-142,Stage 0,,,0.0,0.0
