id,pre_brand,cur_brand,zone,edu,children,date,pro,cur_brand2,pre_brand2,zone2,edu2,pro2,enroll_type2,enroll_age,age_period,open_rate,ctr,or_all,ctr_all,or01,ctr01,redem_rate,redem_rate1
1.00005E+12,11,12,1,3,1,5/31/2020,19,MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-129,Stage 0,,,0.21,0.03,0.4,0.1,1,
1.00005E+12,11,12,1,2,1,11/30/2020,19,MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,-102,Stage 0,,,0.17,0,0,0,0,
1.00005E+12,31,32,3,3,1,8/31/2020,19,Abbott,Abbott Stage1,Others,High School,Ontario,CoReg,-169,Stage 0,,,0,0,0,0,0,
1.00005E+12,21,22,1,3,1,8/31/2020,11,Nestle,Nestle Stage 1,MJN,High School,Alberta,Self Enrolled,30,Stage 1,,,0.08,0.06,0.14,0.14,0,
1.00005E+12,11,12,1,3,1,11/30/2020,12,MJN,MJN Stage1,MJN,High School,British Columbia,Self Enrolled,-82,Stage 0,,,0.22,0.05,0.67,0.33,1,
1.00005E+12,11,12,1,2, ,11/30/2020,19,MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,12,Stage 1,,,0.28,0.16,0,0,0,
1.00005E+12,13,12,1,3,1,5/31/2020,16,MJN,MJN Solutions,MJN,High School,Nova Scotia,Self Enrolled,-80,Stage 0,,,0.47,0.12,1,0,1,
1.00005E+12,11,32,1,3,1,5/31/2020,12,Abbott,MJN Stage1,MJN,High School,British Columbia,Self Enrolled,310,Stage 2,,,0.5,0.5,1,1,0,
1.00005E+12,31,32,1,3,1,8/31/2020,19,Abbott,Abbott Stage1,MJN,High School,Ontario,Self Enrolled,17,Stage 1,0,0,0.12,0.03,0.04,0.04,0.5,
1.00005E+12,11,12,1,3,1,8/31/2020,19,MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,227,Stage 2,,,0.03,0.03,0,0,0.5,
1.00005E+12,21,22,1,3, ,5/31/2020,21,Nestle,Nestle Stage 1,MJN,High School,Quebec,CoReg,-113,Stage 0,,,0.27,0,0.14,0,0,
1.00005E+12,11,12,1,1,1,8/31/2020,13,MJN,MJN Stage1,MJN,Elementary School,Manitoba,Self Enrolled,-92,Stage 0,,,0.42,0.17,0,0,0,
1.00005E+12,11,12,1,3,1,2/29/2020,19,MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,85,Stage 1,,,0,0,0,0,,
1.00005E+12,51,52,1, ,1,5/31/2020,16,Parent's Choice,Parent's Choice Stage 1,MJN,Others,Nova Scotia,Self Enrolled,-56,Stage 0,,,0,0,,,0,
1.00005E+12,11,12,3,3,1,2/29/2020,22,MJN,MJN Stage1,Others,High School,Saskatchewan,Self Enrolled,50,Stage 1,,,0.25,0,,,,
1.00005E+12,21,22,1,1,1,5/31/2020,21,Nestle,Nestle Stage 1,MJN,Elementary School,Quebec,Self Enrolled,-128,Stage 0,,,0,0,0,0,0,
1.00005E+12,11,12,1,3,1,8/31/2020,21,MJN,MJN Stage1,MJN,High School,Quebec,Self Enrolled,83,Stage 1,0,0,0.69,0.27,1,0.55,0,
1.00005E+12,13,12,3,3,1,8/31/2020,22,MJN,MJN Solutions,Others,High School,Saskatchewan,Self Enrolled,-155,Stage 0,0,0,0.18,0.02,0.31,0.06,0.5,
1.00005E+12,31,32,3,3,1,8/31/2020,19,Abbott,Abbott Stage1,Others,High School,Ontario,Self Enrolled,36,Stage 1,,,0.03,0,,,0,
1.00005E+12,11,12,1,2,1,8/31/2020,21,MJN,MJN Stage1,MJN,Elementary School,Quebec,Self Enrolled,-213,Stage 0,0,0,0.4,0.21,0.54,0.42,0.6,0.5
1.00005E+12,31,32,3,1,1,8/31/2020,19,Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-145,Stage 0,,,0.02,0.02,0.14,0.14,0,
1.00005E+12,11,12,3,3,1,11/30/2020,19,MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,-126,Stage 0,,,0.26,0.11,0.38,0.25,0.5,
1.00005E+12,51,52,3,2,1,11/30/2020,20,Parent's Choice,Parent's Choice Stage 1,Others,Elementary School,Prince Edward Island,Self Enrolled,-112,Stage 0,,,0.16,0,0,0,0,
1.00005E+12,21,22,1,1,2,2/28/2021,21,Nestle,Nestle Stage 1,MJN,Elementary School,Quebec,Self Enrolled,-170,Stage 0,,,0.72,0.05,0.63,0.11,0,
1.00005E+12,21,22,3,2,1,5/31/2020,19,Nestle,Nestle Stage 1,Others,Elementary School,Ontario,Self Enrolled,-121,Stage 0,,,0.27,0,0.67,0,0,
1.00005E+12,31,32,3,3,1,11/30/2020,14,Abbott,Abbott Stage1,Others,High School,New Brunswick,CoReg,-241,Stage 0,,,0.72,0,0.85,0,0,
1.00005E+12,31,32,3,2,1,11/30/2020,14,Abbott,Abbott Stage1,Others,Elementary School,New Brunswick,CoReg,-222,Stage 0,,,0.21,0,0.19,0,1,
1.00005E+12,21,22,3, ,1,8/31/2020,19,Nestle,Nestle Stage 1,Others,Others,Ontario,Self Enrolled,-113,Stage 0,,,0.2,0,0.29,0,0,
1.00005E+12,31,32,2,2,1,11/30/2020,21,Abbott,Abbott Stage1,Others,Elementary School,Quebec,Self Enrolled,-131,Stage 0,,,0.22,0.06,0.6,0.2,0,
1.00005E+12,31,32,1,2,3,8/31/2020,19,Abbott,Abbott Stage1,MJN,Elementary School,Ontario,Self Enrolled,-120,Stage 0,,,0,0,0,0,0,
1.00005E+12,11,12,1,2,1,8/31/2020,12,MJN,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,-217,Stage 0,,,0,0,0,0,0,
1.00005E+12,31,32,1,3,1,8/31/2020,11,Abbott,Abbott Stage1,MJN,High School,Alberta,Self Enrolled,-118,Stage 0,,,0.69,0.1,0.75,0.5,1,
1.00005E+12,61,62,1, ,1,5/31/2020,19,President's Choice,President's Choice Stage 2,MJN,Others,Ontario,CoReg,-141,Stage 0,,,0.88,0.5,1,0.67,0.333333333,
1.00005E+12,31,32,1,3,1,8/31/2020,12,Abbott,Abbott Stage1,MJN,High School,British Columbia,CoReg,-73,Stage 0,,,0,0,,,0,
1.00005E+12,21,22,1,2,1,8/31/2020,19,Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-222,Stage 0,0,0,0.02,0,0.04,0,0,
1.00005E+12,31,32,1,1,2,5/31/2020,19,Abbott,Abbott Stage1,MJN,Elementary School,Ontario,CoReg,-55,Stage 0,,,0,0,0,0,0,
1.00005E+12,11,12,1,2,1,5/31/2020,19,MJN,MJN Stage1,MJN,Elementary School,Ontario,CoReg,-54,Stage 0,,,0,0,0,0,0,
1.00005E+12,12,52,1,1,1,11/30/2020,13,Parent's Choice,MJN Stage2,MJN,Elementary School,Manitoba,Self Enrolled,330,Stage 2,0,0,0.15,0,0.17,0,1,
1.00005E+12,11,32,1,3,3,5/31/2020,21,Abbott,MJN Stage1,MJN,High School,Quebec,Self Enrolled,-13,Stage 0,,,0.07,0,,,1,
1.00005E+12,21,22,3,3,1,8/31/2020,21,Nestle,Nestle Stage 1,Others,High School,Quebec,Self Enrolled,-41,Stage 0,0,0,0.08,0.02,0.08,0.04,0,
1.00005E+12,11,12,3,3,1,8/31/2020,22,MJN,MJN Stage1,Others,High School,Saskatchewan,Self Enrolled,-13,Stage 0,,,0,0,,,1,
1.00005E+12,35,32,1,1, ,5/31/2020,21,Abbott,Abbott Specialty,MJN,Elementary School,Quebec,Self Enrolled,8,Stage 1,,,0.15,0,,,0,
1.00005E+12,11,12,1,1,1,8/31/2020,11,MJN,MJN Stage1,MJN,Elementary School,Alberta,Self Enrolled,-220,Stage 0,,,0,0,0,0,0,
1.00005E+12,13,12,1,3,1,8/31/2020,19,MJN,MJN Solutions,MJN,High School,Ontario,CoReg,-108,Stage 0,,,0.27,0,0.5,0,1,
1.00005E+12,11,12,1,2,1,2/28/2021,19,MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,6,Stage 1,,,0.13,0.06,0.14,0.07,0.333333333,
1.00005E+12,11,12,3,3,2,5/31/2020,19,MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,-57,Stage 0,,,0.35,0,1,0,0,
1.00005E+12,31,32,1,2,1,5/31/2020,12,Abbott,Abbott Stage1,MJN,Elementary School,British Columbia,Self Enrolled,17,Stage 1,,,0,0,,,0,
1.00005E+12,21,22,1,2,1,8/31/2020,15,Nestle,Nestle Stage 1,MJN,Elementary School,Newfoundland & Labrador,Self Enrolled,-62,Stage 0,,,0.15,0,0.21,0,0,
1.00005E+12,21,22,1,3,1,8/31/2020,16,Nestle,Nestle Stage 1,MJN,High School,Nova Scotia,Self Enrolled,26,Stage 1,,,0.04,0,0.12,0,0.5,
1.00005E+12,21,22,1,3,1,5/31/2020,19,Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,217,Stage 2,,,0.18,0.06,0,0,1,
1.00005E+12,21,12,1,3,1,5/31/2020,11,MJN,Nestle Stage 1,MJN,High School,Alberta,Self Enrolled,-77,Stage 0,,,0.14,0.1,0.17,0.17,0,
1.00005E+12,21,22,3,3,1,8/31/2020,14,Nestle,Nestle Stage 1,Others,High School,New Brunswick,Self Enrolled,13,Stage 1,,,0,0,,,0,
1.00005E+12,11,12,1,3,1,5/31/2020,19,MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,48,Stage 1,,,0.45,0.1,,,0,
1.00005E+12,31,32,3,1,1,5/31/2020,19,Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-144,Stage 0,,,0.36,0,0.33,0,0,
1.00005E+12,51,52,1,2,1,2/29/2020,19,Parent's Choice,Parent's Choice Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-21,Stage 0,,,0,0,,,,
1.00005E+12,13,32,2,2,1,8/31/2020,21,Abbott,MJN Solutions,Others,Elementary School,Quebec,Self Enrolled,-176,Stage 0,,,0.06,0,0,0,1,
1.00005E+12,11,12,3,2,1,5/31/2020,19,MJN,MJN Stage1,Others,Elementary School,Ontario,CoReg,-113,Stage 0,,,0.7,0.1,1,0.33,1,
1.00005E+12,11,32,1,2,1,5/31/2020,19,Abbott,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,-115,Stage 0,,,0.67,0.13,1,0.33,0,
1.00005E+12,51,52,1,3, ,5/31/2020,15,Parent's Choice,Parent's Choice Stage 1,MJN,High School,Newfoundland & Labrador,Self Enrolled,-96,Stage 0,,,0.1,0,0,0,0,
1.00005E+12,51,52,1,2,1,5/31/2020,19,Parent's Choice,Parent's Choice Stage 1,MJN,Elementary School,Ontario,Self Enrolled,165,Stage 1,0,0,0.15,0,0.13,0,1,
1.00005E+12,13,12,3,1,2,8/31/2020,19,MJN,MJN Solutions,Others,Elementary School,Ontario,Self Enrolled,26,Stage 1,,,0.02,0,0,0,0.5,
1.00005E+12,31,32,1,3,1,8/31/2020,12,Abbott,Abbott Stage1,MJN,High School,British Columbia,Self Enrolled,-126,Stage 0,,,0.05,0.02,0.18,0.09,0,
1.00005E+12,11,12,1,2,1,5/31/2020,19,MJN,MJN Stage1,MJN,Elementary School,Ontario,CoReg,-104,Stage 0,,,0.11,0,0,0,0,
1.00005E+12,11,32,3,1,1,5/31/2020,19,Abbott,MJN Stage1,Others,Elementary School,Ontario,Self Enrolled,-110,Stage 0,0,0,0.39,0,0.75,0,1,
1.00005E+12,21,22,1,3,1,11/30/2020,12,Nestle,Nestle Stage 1,MJN,High School,British Columbia,Self Enrolled,-33,Stage 0,,,0.34,0.13,1,1,1,
1.00005E+12,13,12,4,2,1,11/30/2020,21,MJN,MJN Solutions,Others,Elementary School,Quebec,Self Enrolled,-120,Stage 0,0,0,0.3,0.14,0.39,0.21,1,
1.00005E+12,13,12,4,3,1,8/31/2020,21,MJN,MJN Solutions,Others,High School,Quebec,Self Enrolled,30,Stage 1,,,0.07,0.02,0.14,0.07,0,
1.00005E+12,33,32,1,2,2,5/31/2020,12,Abbott,Abbott Solutions,MJN,Elementary School,British Columbia,Self Enrolled,-71,Stage 0,,,0.13,0,0,0,0,
1.00005E+12,31,32,1,3,1,2/29/2020,12,Abbott,Abbott Stage1,MJN,High School,British Columbia,Self Enrolled,43,Stage 1,,,0.67,0,,,,
1.00005E+12,11,22,1,3,1,11/30/2020,21,Nestle,MJN Stage1,MJN,High School,Quebec,Self Enrolled,-50,Stage 0,,,0.17,0.02,0.5,0,0,
1.00005E+12,11,12,9, ,1,8/31/2020,15,MJN,MJN Stage1,Others,Others,Newfoundland & Labrador,Self Enrolled,67,Stage 1,,,0.23,0.03,,,1,
1.00005E+12,11,12,1,3,1,5/31/2020,11,MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,60,Stage 1,,,0.33,0,,,0,
1.00005E+12,21,22,1,3,1,5/31/2020,12,Nestle,Nestle Stage 1,MJN,High School,British Columbia,Self Enrolled,26,Stage 1,0,0,0.35,0.04,,,0.5,
1.00005E+12,31,32,1,3,1,11/30/2020,11,Abbott,Abbott Stage1,MJN,High School,Alberta,Self Enrolled,10,Stage 1,,,0.09,0,,,0,
1.00005E+12,21,22,3,3,2,5/31/2020,21,Nestle,Nestle Stage 1,Others,High School,Quebec,Self Enrolled,123,Stage 1,,,0,0,,,,
1.00005E+12,11,12,3,3,2,5/31/2020,19,MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,-64,Stage 0,0,0,0.03,0,0.25,0,0.4,0.25
1.00005E+12,13,12,1, ,1,5/31/2020,19,MJN,MJN Solutions,MJN,Others,Ontario,Self Enrolled,-110,Stage 0,,,0.08,0,0,0,1,
1.00005E+12,11,12,1,3,1,11/30/2020,11,MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,128,Stage 1,,,0.3,0.13,0.8,0.4,0.666666667,
1.00005E+12,15,12,1,3,1,8/31/2020,19,MJN,MJN Specialty,MJN,High School,Ontario,Self Enrolled,-104,Stage 0,,,0.19,0.13,0.25,0.25,0,
1.00005E+12,31,32,1,1,1,11/30/2020,11,Abbott,Abbott Stage1,MJN,Elementary School,Alberta,Self Enrolled,279,Stage 2,,,0,0.04,0,0,0,
1.00005E+12,11,12,1,3,1,5/31/2020,19,MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-122,Stage 0,0,0,0.39,0.03,0.71,0.07,0,
1.00005E+12,13,22,1,3,2,2/29/2020,21,Nestle,MJN Solutions,MJN,High School,Quebec,Self Enrolled,23,Stage 1,,,0,0,,,,
1.00005E+12,11,12,1,2,1,5/31/2020,19,MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,141,Stage 1,,,0,0,,,0,
1.00005E+12,11,12,1,3,1,11/30/2020,11,MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,-113,Stage 0,,,0.62,0.05,0.83,0.17,0.666666667,
1.00005E+12,21,22, ,2,3,11/30/2020,19,Nestle,Nestle Stage 1,Others,Elementary School,Ontario,Self Enrolled,-227,Stage 0,0.5,0.5,0.07,0.01,0.15,0.04,0,
1.00005E+12,11,12,1,2,1,8/31/2020,13,MJN,MJN Stage1,MJN,Elementary School,Manitoba,Self Enrolled,-15,Stage 0,,,0.07,0.02,0,0,0.5,
1.00005E+12,21,22,9,3,1,8/31/2020,12,Nestle,Nestle Stage 1,Others,High School,British Columbia,Self Enrolled,-206,Stage 0,,,0.08,0,0.1,0,0,
1.00005E+12,11,12,2,2,2,11/30/2020,21,MJN,MJN Stage1,Others,Elementary School,Quebec,Self Enrolled,-39,Stage 0,,,0.14,0.01,0.22,0.04,0.5,0.25
1.00005E+12,31,32,3,3,1,11/30/2020,19,Abbott,Abbott Stage1,Others,High School,Ontario,Self Enrolled,-28,Stage 0,,,0.03,0,0,0,0,
1.00005E+12,21,22,9,1,3,11/30/2020,22,Nestle,Nestle Stage 1,Others,Elementary School,Saskatchewan,Self Enrolled,-130,Stage 0,,,0.1,0.1,0.13,0.13,0,
1.00005E+12,11,12,1,3, ,8/31/2020,19,MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,64,Stage 1,,,0.51,0,,,0,
1.00005E+12,31,32,3,3,1,5/31/2020,19,Abbott,Abbott Stage1,Others,High School,Ontario,CoReg,-57,Stage 0,,,0,0,,,0,
1.00005E+12,11,12,1,3,1,11/30/2020,11,MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,-32,Stage 0,0.5,0.5,0.47,0.19,0.64,0.43,0.2,0
1.00005E+12,11,12,1,2,2,5/31/2020,19,MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,29,Stage 1,,,0.5,0,,,0,
1.00005E+12,11,12,1, ,3,2/29/2020,19,MJN,MJN Stage1,MJN,Others,Ontario,Self Enrolled,76,Stage 1,,,0,0,,,,
1.00005E+12,21,22,1,3,1,8/31/2020,12,Nestle,Nestle Stage 1,MJN,High School,British Columbia,Self Enrolled,-125,Stage 0,,,0,0,0,0,0,
1.00005E+12,15,12,1,1,1,5/31/2020,19,MJN,MJN Specialty,MJN,Elementary School,Ontario,Self Enrolled,17,Stage 1,,,0.26,0.11,,,0,
1.00005E+12,21,22,1,3,2,5/31/2020,11,Nestle,Nestle Stage 1,MJN,High School,Alberta,Self Enrolled,-115,Stage 0,,,0.27,0.04,0.42,0.08,0.333333333,
1.00005E+12,31,32,9,3,2,5/31/2020,22,Abbott,Abbott Stage1,Others,High School,Saskatchewan,CoReg,-87,Stage 0,,,0.55,0.09,1,0,1,
1.00005E+12,23,22,1,1,1,11/30/2020,16,Nestle,Nestle Solutions,MJN,Elementary School,Nova Scotia,Self Enrolled,-243,Stage 0,0,0,0.15,0.03,0.23,0.03,0,0
1.00005E+12,11,12,1,2,1,11/30/2020,12,MJN,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,-246,Stage 0,0.5,0.5,0.39,0.05,0.5,0.07,0.2,0
1.00005E+12,41,32, ,2,3,5/31/2020,11,Abbott,Kirkland Stage 1,Others,Elementary School,Alberta,CoReg,146,Stage 1,,,0,0,,,0,
1.00005E+12,31,32,3,2,2,5/31/2020,19,Abbott,Abbott Stage1,Others,Elementary School,Ontario,CoReg,-114,Stage 0,,,0.09,0,0.17,0,0,
1.00005E+12,11,12,1,3,1,11/30/2020,11,MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,-130,Stage 0,1,0.5,0.85,0.22,0.95,0.48,1,
1.00005E+12,13,12,1,3,1,11/30/2020,11,MJN,MJN Solutions,MJN,High School,Alberta,Self Enrolled,-4,Stage 0,,,0.31,0.11,0.35,0.06,0.333333333,
1.00005E+12,21,22,1,3,1,5/31/2020,19,Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,-14,Stage 0,,,0,0,,,,
1.00005E+12,11,12,2,3,1,8/31/2020,21,MJN,MJN Stage1,Others,High School,Quebec,Self Enrolled,5,Stage 1,,,0.58,0.12,,,0,
1.00005E+12,11,12,2,3,1,5/31/2020,21,MJN,MJN Stage1,Others,High School,Quebec,Self Enrolled,-28,Stage 0,,,0,0.13,0,0.67,1,
1.00005E+12,21,12,9,3,2,5/31/2020,19,MJN,Nestle Stage 1,Others,High School,Ontario,CoReg,-34,Stage 0,,,0.75,0.25,,,0,
1.00005E+12,31,32,3,2,1,8/31/2020,19,Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-961,Stage 0,0,0,0,0,0,0,0,
1.00005E+12,22,62,1,1,1,5/31/2020,12,President's Choice,Nestle Stage 2,MJN,Elementary School,British Columbia,Self Enrolled,55,Stage 1,,,0.11,0,,,0.5,
1.00005E+12,31,32,1,3, ,8/31/2020,13,Abbott,Abbott Stage1,MJN,High School,Manitoba,Self Enrolled,-119,Stage 0,,,0.13,0,0.21,0,0.5,
1.00005E+12,31,32,1,3,1,8/31/2020,15,Abbott,Abbott Stage1,MJN,High School,Newfoundland & Labrador,Self Enrolled,41,Stage 1,0,0,0.11,0,0.14,0,0,
1.00005E+12,11,12,1,2,3,5/31/2020,12,MJN,MJN Stage1,MJN,Elementary School,British Columbia,CoReg,-124,Stage 0,,,0,0,0,0,0.5,
1.00005E+12,11,12,1,2,1,8/31/2020,19,MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,-136,Stage 0,,,0.2,0.1,0.44,0.22,0.5,
1.00005E+12,31,32,1, ,1,8/31/2020,13,Abbott,Abbott Stage1,MJN,Others,Manitoba,CoReg,-195,Stage 0,,,0,0,0,0,0,
1.00005E+12,22,22,3,1,1,5/31/2020,19,Nestle,Nestle Stage 2,Others,Elementary School,Ontario,CoReg,-33,Stage 0,,,0,0,0,0,0,
1.00005E+12,21,22,1,3,1,11/30/2020,19,Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,-104,Stage 0,,,0.16,0,0.17,0,0,
1.00005E+12,31,32,1,3,2,2/28/2021,19,Abbott,Abbott Stage1,MJN,High School,Ontario,CoReg,332,Stage 2,,,0.13,0,1,0,0,
1.00005E+12,41,12,1,2,1,5/31/2020,19,MJN,Kirkland Stage 1,MJN,Elementary School,Ontario,Self Enrolled,12,Stage 1,,,0,0,0,0,1,
1.00005E+12,51,52,1,1,1,5/31/2020,19,Parent's Choice,Parent's Choice Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-235,Stage 0,,,0.05,0,0,0,0,
1.00005E+12,21,12,3,2,3,5/31/2020,21,MJN,Nestle Stage 1,Others,Elementary School,Quebec,Self Enrolled,-159,Stage 0,,,0.64,0.09,0.64,0.09,,
1.00005E+12,31,32,1,3,2,8/31/2020,13,Abbott,Abbott Stage1,MJN,High School,Manitoba,Self Enrolled,-53,Stage 0,,,0,0,0,0,0,
1.00005E+12,11,32,1,3,1,8/31/2020,12,Abbott,MJN Stage1,MJN,High School,British Columbia,CoReg,-45,Stage 0,,,0.8,0.4,,,1,
1.00005E+12,32,32,1,2, ,5/31/2020,11,Abbott,Abbott Stage2,MJN,Elementary School,Alberta,Self Enrolled,-22,Stage 0,,,0.05,0,0,0,0,
1.00005E+12,11,12,1,3, ,5/31/2020,12,MJN,MJN Stage1,MJN,High School,British Columbia,Self Enrolled,-81,Stage 0,,,0,0,0,0,0,
1.00005E+12,31,32,1,3, ,8/31/2020,11,Abbott,Abbott Stage1,MJN,High School,Alberta,Self Enrolled,-33,Stage 0,,,0,0,,,,
1.00005E+12,31,32,1,2,1,8/31/2020,12,Abbott,Abbott Stage1,MJN,Elementary School,British Columbia,CoReg,-222,Stage 0,0.5,0,0.25,0.03,0.27,0.04,0.2,0.25
1.00005E+12,11,12,3,3, ,2/29/2020,19,MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,8,Stage 1,,,0.2,0,,,,
1.00005E+12,11,12,1,3,2,11/30/2020,11,MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,166,Stage 1,0,0,0.05,0,0.05,0,0.333333333,
1.00005E+12,11,12,1,2,1,8/31/2020,11,MJN,MJN Stage1,MJN,Elementary School,Alberta,Self Enrolled,-165,Stage 0,,,0.3,0,0.35,0,0,
1.00005E+12,11,12,3,3,2,5/31/2020,21,MJN,MJN Stage1,Others,High School,Quebec,Self Enrolled,4,Stage 1,,,0.06,0.06,,,,
1.00005E+12,31,32,3,2,1,5/31/2020,19,Abbott,Abbott Stage1,Others,Elementary School,Ontario,CoReg,-96,Stage 0,,,0.05,0.05,0.07,0.07,0,
1.00005E+12,11,12,1,3,1,5/31/2020,19,MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-55,Stage 0,,,0,0,0,0,0.2,0
1.00005E+12,11,12,1,2,1,5/31/2020,11,MJN,MJN Stage1,MJN,Elementary School,Alberta,CoReg,412,Stage 3,,,0.08,0,,,0,
1.00005E+12,31,32,2,2,1,8/31/2020,21,Abbott,Abbott Stage1,Others,Elementary School,Quebec,Self Enrolled,-138,Stage 0,,,0,0,0,0,0.5,
1.00005E+12,23,22,1,2,1,2/28/2021,19,Nestle,Nestle Solutions,MJN,Elementary School,Ontario,Self Enrolled,-101,Stage 0,0,0,0,0,0,0,0.5,
1.00005E+12,11,12,1,3,2,5/31/2020,12,MJN,MJN Stage1,MJN,High School,British Columbia,Self Enrolled,-30,Stage 0,,,0.5,0.07,0.5,0.17,0,
1.00005E+12,13,12,1,2,1,2/28/2021,11,MJN,MJN Solutions,MJN,Elementary School,Alberta,Self Enrolled,-20,Stage 0,0,0,0.06,0.01,0.14,0.03,1,
1.00005E+12,21,22,3,3,1,8/31/2020,14,Nestle,Nestle Stage 1,Others,High School,New Brunswick,CoReg,-174,Stage 0,,,0.13,0,0,0,0,
1.00005E+12,22,22,1,3,1,8/31/2020,11,Nestle,Nestle Stage 2,MJN,High School,Alberta,CoReg,-163,Stage 0,,,0.29,0,0.25,0,1,
1.00005E+12,12,22,1,1,3,8/31/2020,19,Nestle,MJN Stage2,MJN,Elementary School,Ontario,Self Enrolled,-49,Stage 0,,,0.1,0,0,0,0,
1.00005E+12,31,32,1,3,2,11/30/2020,12,Abbott,Abbott Stage1,MJN,High School,British Columbia,Self Enrolled,71,Stage 1,0,0,0.13,0.03,0.13,0.07,0,
1.00005E+12,11,12,3,3, ,2/29/2020,14,MJN,MJN Stage1,Others,High School,New Brunswick,Self Enrolled,-14,Stage 0,0,0,0,0,0,0,0,
1.00005E+12,23,22,2,3,1,11/30/2020,21,Nestle,Nestle Solutions,Others,High School,Quebec,Self Enrolled,-170,Stage 0,0,0,0,0,0,0,0,
1.00005E+12,31,32,1,3,1,11/30/2020,19,Abbott,Abbott Stage1,MJN,High School,Ontario,Self Enrolled,330,Stage 2,,,0.53,0.05,,,0.333333333,
1.00005E+12,11,32,2,2,2,5/31/2020,21,Abbott,MJN Stage1,Others,Elementary School,Quebec,Self Enrolled,-16,Stage 0,,,0.3,0.15,0,0,1,
1.00005E+12,12,12,3,1,1,5/31/2020,19,MJN,MJN Stage2,Others,Elementary School,Ontario,Self Enrolled,143,Stage 1,,,0.12,0,,,0,
1.00005E+12,21,22,9,3,1,2/28/2021,12,Nestle,Nestle Stage 1,Others,High School,British Columbia,Self Enrolled,-50,Stage 0,0,0,0,0,0,0,0,0
1.00005E+12,22,22,3,3,1,8/31/2020,19,Nestle,Nestle Stage 2,Others,High School,Ontario,Self Enrolled,-68,Stage 0,,,0.09,0.02,0,0,0,
1.00005E+12,11,12,9, ,1,2/29/2020,21,MJN,MJN Stage1,Others,Others,Quebec,Self Enrolled,33,Stage 1,,,0.17,0,,,,
1.00005E+12,11,12,1,2,1,8/31/2020,19,MJN,MJN Stage1,MJN,Elementary School,Ontario,CoReg,-214,Stage 0,0,0,0.21,0.06,0.19,0.07,0.2,0
1.00005E+12,13,12,1,3,2,8/31/2020,11,MJN,MJN Solutions,MJN,High School,Alberta,Self Enrolled,49,Stage 1,,,0.19,0.06,,,0,
1.00005E+12,21,22,3,2,1,8/31/2020,19,Nestle,Nestle Stage 1,Others,Elementary School,Ontario,Self Enrolled,-87,Stage 0,1,0,0.39,0.09,0.44,0.11,0,
1.00005E+12,11,12,1,2,1,5/31/2020,19,MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,-66,Stage 0,,,0.37,0.11,0.57,0.14,1,
1.00005E+12,11,12,1,2,2,8/31/2020,12,MJN,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,-15,Stage 0,,,0,0,,,0.5,
1.00005E+12,11,12,1,3,1,2/28/2021,19,MJN,MJN Stage1,MJN,High School,Ontario,CoReg,-239,Stage 0,0.5,0,0.48,0.32,0.52,0.38,0.166666667,0
1.00005E+12,21,22,9,3,1,5/31/2020,19,Nestle,Nestle Stage 1,Others,High School,Ontario,Self Enrolled,-10,Stage 0,,,0.23,0.05,0,0,0,
